,wikidata_uri,company name,description,country,instance of,inception,official website,industry,founded by
1185,http://www.wikidata.org/entity/Q902046,UCB,"biopharmaceutical company headquartered in Brussels, Belgium",Belgium,['public company' 'business'],1928-01-01,http://www.ucb.com/,['chemical industry' 'pharmaceutical industry'],Emmanuel Janssen
1186,http://www.wikidata.org/entity/Q898651,Votorantim Group,company,Brazil,['business'],1918-01-01,http://www.votorantim.com.br/,['investment'],José Ermírio de Morais
1187,http://www.wikidata.org/entity/Q896637,Intershop,company,Germany,['business'],1992-01-01,http://www.intershop.de/,['e-commerce'],Stephan Schambach
1188,http://www.wikidata.org/entity/Q899022,Eastman Chemical Company,American company,United States of America,['enterprise' 'public company' 'business'],1920-01-01,http://www.eastman.com/,['manufacturing'],George Eastman
1189,http://www.wikidata.org/entity/Q899133,Takeda Pharmaceutical Company,Japanese pharmaceutical company,Japan,['business' 'enterprise' 'public company' 'pharmaceutical company'],1925-01-29,http://www.takeda.co.jp/,['pharmaceutical industry'],Choubee Takeda
1190,http://www.wikidata.org/entity/Q903523,Janssen Pharmaceutica,company,Belgium,['enterprise' 'business'],1934-10-23,https://innovativemedicine.jnj.com/,['pharmaceutical industry'],Paul Janssen
1191,http://www.wikidata.org/entity/Q897187,Kaiser's Tengelmann,former supermarket chain in Germany,Prussia,['business'],1881-01-01,https://www.kaisers.de/,['retail'],Josef Kaiser
1192,http://www.wikidata.org/entity/Q899010,Mylan,former pharmaceutical company,Netherlands,"['multinational corporation' 'public company' 'business'
 'pharmaceutical company']",1961-01-01,https://www.mylan.com/,['pharmaceutical industry' 'health care industry'],Milan Puskar
1193,http://www.wikidata.org/entity/Q899140,Genentech,biotech company,United States of America,['business'],1976-01-01,http://www.gene.com/,['pharmaceutical industry'],Robert A. Swanson
1194,http://www.wikidata.org/entity/Q902397,Cardinal Health,Healthcare company,United States of America,['medical device company' 'public company' 'business' 'enterprise'],1971-01-01,https://www.cardinalhealth.com/,['health care'],Robert D. Walter
1195,http://www.wikidata.org/entity/Q898750,Teva- Pharmaceutical Industries Ltd.,Israeli pharmaceutical company,Israel,['enterprise' 'business' 'public company'],1901-01-01,https://www.teva.co.il,['pharmaceutical industry'],Günther Friedländer
1196,http://www.wikidata.org/entity/Q898908,Brantly International,company,United States of America,['business'],1945-01-01,http://www.brantly.com/,['manufacturing'],Newby O. Brantly
1197,http://www.wikidata.org/entity/Q898208,"Honeywell International, Inc.",American multinational conglomerate,United States of America,['public company' 'business' 'enterprise'],1885-04-23,https://www.honeywell.com/,"['retail' 'chemical industry' 'industrial safety' 'health care industry'
 'supply chain' 'aerospace manufacturer' 'manufacturing industry']",Mark C. Honeywell
1198,http://www.wikidata.org/entity/Q899122,Mitsui Group,business,Japan,['conglomerate' 'affiliated companies' 'business'],1876-01-01,https://www.mitsui.com/jp/en/index.html,['conglomerate'],Masuda Takashi
1199,http://www.wikidata.org/entity/Q901262,Grifols,Spanish pharmaceutical company,Spain,['public company' 'enterprise' 'business'],1909-01-01,https://www.grifolsplasma.com/,['pharmaceutical industry'],Josep Antoni Grífols i Roig
1200,http://www.wikidata.org/entity/Q898568,Japan Tobacco,cigarette manufacturing company,Japan,['enterprise' 'kabushiki gaisha' 'business' 'public company'],1985-04-01,https://www.jti.co.jp/,['tobacco industry'],Government of Japan
1201,http://www.wikidata.org/entity/Q898825,Mil Moscow Helicopter Plant,helicopter manufacturer in Russia and the USSR,Russia,['enterprise' 'public company' 'business'],1948-01-01,https://www.rhc.aero/structure/nhc,['mechanical engineering' 'aerospace engineering'],Mikhail Mil
1202,http://www.wikidata.org/entity/Q902780,Praxair,American industrial gases company,United States of America,['enterprise' 'business'],1907-01-01,https://www.lindeus.com/,['chemical industry'],Carl von Linde
1203,http://www.wikidata.org/entity/Q904589,Breda,"Italian locomotive, machinery, aircraft, and armaments manufacturer",Italy,['business' 'enterprise'],1886-01-01,http://www.fondazioneisec.it/breda/index.htm,['automotive industry'],Ernesto Breda
1204,http://www.wikidata.org/entity/Q908324,Brookfield Asset Management,asset management company based in Canada,Canada,['public company' 'enterprise' 'business'],1899-04-07,https://www.brookfield.com/,['financial services' 'investment management'],William Mackenzie
1205,http://www.wikidata.org/entity/Q908206,Kuraray,company,Japan,['business' 'enterprise'],1926-01-01,https://www.kuraray.co.jp/,['chemical industry'],Magosaburō Ōhara
1206,http://www.wikidata.org/entity/Q908444,Power Corporation of Canada,Canadian company with assets in North America and Europe in a number of industries,Canada,['enterprise' 'business' 'public company' 'holding company'],1925-01-01,http://www.powercorporation.com,['conglomerate'],Arthur James Nesbitt
1207,http://www.wikidata.org/entity/Q911217,Breuninger,German retailer,Germany,['clothing store chain' 'business'],1881-01-01,https://www.breuninger.com/,['retail sale of clothing in specialised stores' 'retail'],Eduard Breuninger
1208,http://www.wikidata.org/entity/Q910866,Humana,American managed health care company,United States of America,['enterprise' 'public company' 'business'],1961-01-01,https://www.humana.com/,['insurance industry'],Wendell Cherry
1209,http://www.wikidata.org/entity/Q908961,Dr. Reddy's Laboratories,Indian integrated pharmaceutical company,India,['enterprise' 'business' 'public company'],1984-01-01,http://www.drreddys.com/,['pharmaceutical industry'],Kallam Anji Reddy
1210,http://www.wikidata.org/entity/Q909856,Loblaw Companies,Canadian retail company,Canada,['supermarket chain' 'public company' 'business'],1919-01-01,http://www.loblaw.ca/,['retail'],Theodore Loblaw
1211,http://www.wikidata.org/entity/Q905998,Sasol,South African energy and chemical company,South Africa,['public company' 'enterprise' 'business' 'gas station chain'],1950-01-01,https://www.sasol.com,['petroleum industry'],Pierre Etienne Rousseau
1212,http://www.wikidata.org/entity/Q909169,Lotus Software,American software company,United States of America,['business'],1982-01-01,http://www.ibm.com/software/lotus,['software industry'],Mitch Kapor
1213,http://www.wikidata.org/entity/Q909429,Macau Post and Telecommunications,company,People's Republic of China,['business' 'departments and agencies of the government of Macau'],1884-01-01,http://www.macaupost.gov.mo,['mail'],CTT Correios de Portugal
1214,http://www.wikidata.org/entity/Q905572,Cipla,Indian multi-national pharmaceutical and biotechnology company,India,['enterprise' 'public company' 'business'],1935-01-01,http://www.cipla.com,['pharmaceutical industry'],Khwaja Abdul Hamied
1215,http://www.wikidata.org/entity/Q908931,Reliance Industries Limited,Indian company,India,['public company' 'business' 'enterprise' 'gas station chain'],1958-01-01,https://www.ril.com/,['petroleum industry'],Dhirubhai Ambani
1216,http://www.wikidata.org/entity/Q916196,Citrix Systems,American multinational software company,United States of America,['public company' 'software company' 'enterprise' 'business'],1989-01-01,https://www.citrix.com/,['technology' 'software industry'],Ed Iacobucci
1217,http://www.wikidata.org/entity/Q917701,ALFA Group,Mexican multinational conglomerate,Mexico,['public company' 'business'],1974-01-01,https://www.alfa.com.mx/,['petroleum industry'],Roberto Garza Sada
1218,http://www.wikidata.org/entity/Q919511,EarthLink,company,United States of America,['public company' 'enterprise' 'business'],1994-01-01,https://www.earthlink.net/,['internet service provider'],Sky Dayton
1219,http://www.wikidata.org/entity/Q920037,J. C. Penney,American department store chain,United States of America,['department store chain' 'business' 'public company'],1902-01-01,http://www.jcpenney.com,['retail'],William McManus
1220,http://www.wikidata.org/entity/Q915496,John Wood Group,company,United Kingdom,['public company' 'business' 'enterprise'],1982-01-01,https://www.woodplc.com/,['petroleum industry'],Ian Wood
1221,http://www.wikidata.org/entity/Q921556,Blur Studio,"American visual effects, animation and design company",United States of America,['animation studio' 'business' 'enterprise'],1995-01-01,http://www.blur.com/,['video game industry'],Tim Miller
1222,http://www.wikidata.org/entity/Q921716,Global Telecom Holding,multinational telecommunication company based in Egypt,Netherlands,['enterprise' 'holding company' 'business'],1998-01-01,http://www.gtelecom.com/,['telecommunications'],Naguib Sawiris
1223,http://www.wikidata.org/entity/Q915543,Briggs & Stratton,company,United States of America,['public company' 'business'],1908-01-01,http://briggsandstratton.com/,['mechanical engineering'],Stephen Foster Briggs
1224,http://www.wikidata.org/entity/Q919591,British-India Steam Navigation Company,company,United Kingdom,['business'],1856-01-01,http://www.biships.com,['water transport' 'water transport'],"Sir Robert Mackenzie, 10th Baronet"
1225,http://www.wikidata.org/entity/Q919983,Sammy Corporation,video game developer,Japan,['enterprise' 'business'],1975-11-01,https://www.sammy.co.jp/japanese/,['video game industry'],Hajime Satomi
1226,http://www.wikidata.org/entity/Q912476,Quebecor,Canadian communications company,Canada,['public company' 'business' 'enterprise'],1950-01-01,https://www.quebecor.com/fr/accueil,['mass media'],Pierre Péladeau
1227,http://www.wikidata.org/entity/Q917600,Brionvega,Italian consumer electronics company and brand,Italy,['brand' 'business' 'enterprise'],1945-01-01,https://www.brionvega.com/en/,['industrial sector'],Leone Pajetta
1228,http://www.wikidata.org/entity/Q917050,Mobistar,Belgian mobile telecomunicaton company,Belgium,['public company' 'business'],1996-08-27,http://www.mobistar.be/,['telecommunications' 'mobile phone industry'],Orange
1229,http://www.wikidata.org/entity/Q917487,Brinker International,company,United States of America,['record label' 'enterprise' 'public company' 'business'],1975-01-01,http://www.brinker.com/,['music' 'gastronomy'],Norman E. Brinker
1230,http://www.wikidata.org/entity/Q928183,SABCA,Belgian aerospace manufacturer,Belgium,['business'],1920-12-16,http://www.sabca.com/,"['manufacture of air and spacecraft and related machinery' 'arms industry'
 'aerospace manufacturer']",Georges Nélis
1231,http://www.wikidata.org/entity/Q934853,Motorola Mobility,American consumer electronics and telecommunications company,United States of America,['business' 'multinational corporation' 'enterprise'],2011-01-04,http://www.motorola.com/,['telecommunications'],Motorola
1232,http://www.wikidata.org/entity/Q931123,De Cecco,"Italian company, producer of dried pasta and other macaroni products",Italy,['enterprise' 'business'],1886-01-01,http://www.dececco.com/,['pasta industry'],Filippo De Cecco
1233,http://www.wikidata.org/entity/Q931354,L Brands,company,United States of America,['enterprise' 'business' 'public company'],1963-01-01,http://www.lb.com,['retail'],Les Wexner
1234,http://www.wikidata.org/entity/Q929722,Brooks Brothers,the oldest men's clothier in the United States,United States of America,['enterprise' 'brick and mortar' 'business'],1818-01-01,https://www.brooksbrothers.com/,['retail'],Henry Sands Brooks
1235,http://www.wikidata.org/entity/Q933787,Škoda Transportation,Czech transport engineering company,Finland,['enterprise' 'business'],1995-01-01,https://www.skodagroup.com,['rail vehicle manufacturer'],Škoda Works
1236,http://www.wikidata.org/entity/Q935150,Reliance Anil Dhirubhai Ambani Group,"Indian conglomerate, headquartered in Mumbai, India",India,['business'],1966-01-01,http://www.relianceadagroup.com/ada/,['conglomerate'],Dhirubhai Ambani
1237,http://www.wikidata.org/entity/Q938773,DKNY,New York-based fashion house,United States of America,['brick and mortar' 'fashion house' 'business'],1989-01-01,https://www.dkny.com,['retail'],Donna Karan
1238,http://www.wikidata.org/entity/Q938668,Sina Corporation,Chinese online media company,People's Republic of China,['business' 'public company'],1998-01-01,http://www.sina.com.cn,['Internet industry' 'entertainment industry'],Wang Zhidong
1239,http://www.wikidata.org/entity/Q930816,eMachines,defunct company and discontinued brand of low-end PCs,United States of America,['brand' 'business'],1998-01-01,http://www.emachines.com/,['computer hardware'],Lap Shun Hui
1240,http://www.wikidata.org/entity/Q931032,Kinder Morgan,company,United States of America,['enterprise' 'business' 'public company'],1997-01-01,http://www.kindermorgan.com/,['petroleum industry'],Richard Kinder
1241,http://www.wikidata.org/entity/Q928082,Bronto Skylift,Finnish company,Finland,['business'],1972-01-01,https://www.brontoskylift.com/,['automotive engineering'],Aaro Laitinen
1242,http://www.wikidata.org/entity/Q926806,Carlyle Group,American alternative asset management company,United States of America,['enterprise' 'public company' 'business'],1987-01-01,http://www.carlyle.com,['financial services'],David Rubenstein
1243,http://www.wikidata.org/entity/Q950042,Stone Island,Italian brand,Italy,['brand' 'enterprise' 'business'],1982-01-01,http://www.stoneisland.com,['clothing industry' 'textile industry'],Massimo Osti
